feature_id,set_id
3733,group_km_28
3758,group_km_84
3779,group_km_9
3798,group_km_1
3803,group_km_58
3824,group_km_9
3826,group_km_13
3828,group_km_63
3850,group_km_53
3871,group_km_23
3876,group_km_58
3903,group_km_94
3913,group_km_108
3916,group_km_67
3945,group_km_138
3946,group_km_69
3956,group_km_138
3985,group_km_58
3990,group_km_61
3995,group_km_113
3998,group_km_125
4001,group_km_43
4010,group_km_94
4028,group_km_79
4034,group_km_108
4049,group_km_55
4051,group_km_10
4055,group_km_94
4058,group_km_43
4066,group_km_55
4074,group_km_108
4076,group_km_55
4079,group_km_55
4088,group_km_84
4100,group_km_37
4103,group_km_42
4107,group_km_69
4125,group_km_102
4136,group_km_108
4139,group_km_19
4170,group_km_74
4173,group_km_89
4182,group_km_0
4208,group_km_48
4232,group_km_123
4237,group_km_0
4245,group_km_43
4248,group_km_13
4264,group_km_49
4265,group_km_49
4272,group_km_55
4288,group_km_43
4308,group_km_61
4317,group_km_26
4326,group_km_40
4328,group_km_61
4329,group_km_43
4341,group_km_116
4361,group_km_108
4364,group_km_43
4368,group_km_130
4377,group_km_84
4384,group_km_9
4392,group_km_42
4414,group_km_50
4419,group_km_113
4423,group_km_58
4430,group_km_55
4446,group_km_62
4451,group_km_43
4475,group_km_113
4484,group_km_68
4490,group_km_19
4517,group_km_142
4518,group_km_55
4520,group_km_113
4533,group_km_102
4536,group_km_79
4543,group_km_79
4553,group_km_94
4555,group_km_142
4569,group_km_55
4570,group_km_62
4581,group_km_67
4586,group_km_37
4619,group_km_108
4623,group_km_42
4644,group_km_81
4656,group_km_127
4671,group_km_113
4691,group_km_50
4702,group_km_81
4708,group_km_42
4723,group_km_125
4729,group_km_0
4738,group_km_13
4741,group_km_108
4795,group_km_138
4796,group_km_108
4803,group_km_138
4830,group_km_108
4837,group_km_37
4863,group_km_128
4876,group_km_66
4886,group_km_37
4915,group_km_61
4932,group_km_19
4938,group_km_66
4951,group_km_82
4957,group_km_37
4958,group_km_125
4980,group_km_42
4988,group_km_33
4990,group_km_138
5005,group_km_8
5016,group_km_116
5050,group_km_140
5052,group_km_94
5055,group_km_74
5063,group_km_42
5067,group_km_146
5074,group_km_108
5078,group_km_94
5079,group_km_127
5082,group_km_55
5085,group_km_140
5092,group_km_125
5133,group_km_79
5134,group_km_13
5163,group_km_13
5168,group_km_94
5176,group_km_55
5185,group_km_142
5190,group_km_62
5194,group_km_0
5216,group_km_125
5219,group_km_13
5222,group_km_62
5255,group_km_10
5268,group_km_1
5274,group_km_113
5276,group_km_120
5287,group_km_23
5341,group_km_37
5347,group_km_37
5379,group_km_104
5410,group_km_26
5424,group_km_102
5448,group_km_6
5454,group_km_66
5459,group_km_62
5464,group_km_10
5466,group_km_84
5471,group_km_66
5473,group_km_135
5474,group_km_135
5476,group_km_62
